-9.961769e-007 0.000671626
-9.959769e-007 0.002
-9.957769e-007 0.000671626
-9.955769e-007 0.002
-9.953769e-007 7.43889e-006
-9.951769e-007 0.000671626
-9.949769e-007 0.000671626
-9.947769e-007 0.000671626
-9.945769e-007 -0.00132094
-9.943769e-007 7.43889e-006
-9.941769e-007 -0.00198512
-9.939769e-007 -0.00132094
-9.937769e-007 -0.00264931
-9.935769e-007 -0.00132094
-9.933769e-007 -0.00264931
-9.931769e-007 -0.00132094
-9.929769e-007 -0.00264931
-9.927769e-007 -0.00198512
-9.925769e-007 -0.00264931
-9.923769e-007 -0.0033135
-9.921769e-007 -0.00264931
-9.919769e-007 -0.00264931
-9.917769e-007 -0.00397768
-9.915769e-007 -0.00397768
-9.913769e-007 -0.00397768
-9.911769e-007 -0.00264931
-9.909769e-007 -0.00464187
-9.907769e-007 -0.00264931
-9.905769e-007 -0.00464187
-9.903769e-007 -0.00264931
-9.901769e-007 -0.0033135
-9.899769e-007 -0.00264931
-9.897769e-007 -0.0033135
-9.895769e-007 -0.00397768
-9.893769e-007 -0.00264931
-9.891769e-007 -0.00264931
-9.889769e-007 -0.00264931
-9.887769e-007 -0.00132094
-9.885769e-007 -0.00198512
-9.883769e-007 -0.00264931
-9.881769e-007 -0.00264931
-9.879769e-007 -0.0033135
-9.877769e-007 -0.0033135
-9.875769e-007 -0.00397768
-9.873769e-007 -0.00397768
-9.871769e-007 -0.00198512
-9.869769e-007 -0.00264931
-9.867769e-007 -0.00264931
-9.865769e-007 -0.00264931
-9.863769e-007 -0.00397768
-9.861769e-007 -0.00397768
-9.859769e-007 -0.0033135
-9.857769e-007 -0.00397768
-9.855769e-007 -0.00397768
-9.853769e-007 -0.00464187
-9.851769e-007 -0.0033135
-9.849769e-007 -0.00530606
-9.847769e-007 -0.00530606
-9.845769e-007 -0.00530606
-9.843769e-007 -0.00597024
-9.841769e-007 -0.00530606
-9.839769e-007 -0.00597024
-9.837769e-007 -0.00663443
-9.835769e-007 -0.00663443
-9.833769e-007 -0.00862699
-9.831769e-007 -0.00729862
-9.829769e-007 -0.00862699
-9.827769e-007 -0.00796281
-9.825769e-007 -0.00929118
-9.823769e-007 -0.00929118
-9.821769e-007 -0.00929118
-9.819769e-007 -0.00929118
